controller_time_s,tcp_x,tcp_y,tcp_z,tcp_rx,tcp_ry,tcp_rz
906.654,-0.4896092004422509,-0.4716236924961016,0.42967243233228414,1.1733937669073846,2.8482156393139637,0.03256098216725827
907.2539999999999,-0.48961128401859866,-0.47160964678966383,0.429688457668884,1.1734406858515605,2.8482385964622132,0.032613520483171184
907.3539999999999,-0.48960170267148206,-0.4716264488964439,0.4296860135135032,1.1733986270023131,2.848244577071301,0.03260408741402651
907.454,-0.4895957024581031,-0.47162793958538496,0.4296760104508729,1.1733811084569268,2.848241558497169,0.03262434629891595
907.554,-0.4895990859637706,-0.47162437257373707,0.42967555902186333,1.1733648422408642,2.8482345956159056,0.03265950303073215
907.654,-0.4896094905475171,-0.47161667308385163,0.42968320927048176,1.173405280220879,2.848208700708993,0.032577027455883034
907.7539999999999,-0.48961380348626143,-0.47161620989832265,0.42966312003300916,1.1733989258370834,2.8482059972585607,0.03265810536317098
907.8539999999999,-0.489605915706293,-0.47162287449131746,0.4296728112592195,1.1734039985965985,2.8482045538839165,0.03260648238937144
907.954,-0.4895956639034206,-0.4716226410762727,0.4296986509835104,1.1733923953583112,2.8482669884906167,0.032564571853514516
908.054,-0.48959972007131514,-0.471627412498535,0.4296613137844939,1.1733617752915508,2.8482261998204823,0.032678934887451154
908.154,-0.48960300462703954,-0.4716303569208719,0.42966794780115725,1.1733821544709433,2.848229175673889,0.03263890180225829
908.2539999999999,-0.48961476218403877,-0.47162038485048985,0.429695061915514,1.1733868606750861,2.8482684870134407,0.03255472978532366
908.3539999999999,-0.4896034567696532,-0.47161354029104297,0.4296953031375055,1.1734279256749112,2.848256719797085,0.03259779675743425
908.454,-0.48960750132746056,-0.4716202283000036,0.4296887942544385,1.173411742636836,2.8482416671128146,0.032608085983314224
908.554,-0.48962326487441626,-0.47161651203346516,0.42963363896825557,1.173408985804069,2.8481890058458754,0.03269312812790117
908.654,-0.4896093379467263,-0.471616905414907,0.42963565009895743,1.1733440074587633,2.84819953178052,0.032723496656365966
908.7539999999999,-0.48960842632766516,-0.47160985123588894,0.42961570366667584,1.1733288400870934,2.8481504569073253,0.032768085130888296
908.8539999999999,-0.4895897157393265,-0.47163133362874393,0.4296321091753514,1.1732893490751248,2.8482175815982353,0.03273431111386424
908.954,-0.4895818884571677,-0.47163083581054643,0.4296301965305628,1.1732785066512432,2.84818611485789,0.03276399994672194
909.054,-0.4896086802876234,-0.4716209629665685,0.4296304748440488,1.1733339771384284,2.848218197377708,0.03271398359291004
909.154,-0.48961155783784904,-0.4716172457448669,0.42961989848175497,1.173355597881573,2.848125171582448,0.03273839086936155
909.2539999999999,-0.4896057358314051,-0.4716241569909247,0.42963134235468736,1.1733256736160103,2.8481790244605922,0.032685734852870574
909.3539999999999,-0.4895709745714646,-0.4716437096434276,0.42964631234570055,1.1732726349310882,2.8482274547805195,0.032729215663218465
909.454,-0.48958856864094286,-0.4716347884022372,0.4296496621110586,1.173309010874458,2.848188840149702,0.03268271840868574
909.554,-0.48959289229873326,-0.4716222088915582,0.42963478322519677,1.1733155531441262,2.8481897001936907,0.032745967253690035
909.654,-0.48959100858986515,-0.4716357766514107,0.4296291008216268,1.173304751299493,2.8481770714265484,0.03272169232990746
909.7539999999999,-0.4895999544915799,-0.47162091722404337,0.42963816466865645,1.1733696264321483,2.848162291234905,0.03267511103103992
909.8539999999999,-0.48959372124868406,-0.47163274917592,0.4296368725454554,1.173332507633514,2.848167132169981,0.03270670447947868
909.954,-0.48958525300781086,-0.4716331004214097,0.42964272791286917,1.1732851771574004,2.848205284349723,0.03271864746501237
910.054,-0.48957091857386026,-0.4716524724971531,0.42961133416944797,1.1732226262987704,2.8481792324139543,0.03276277085016191
910.154,-0.48801710035117785,-0.47329707767570417,0.42930676845298715,1.1683147197359718,2.849581702712043,0.03361229559010597
910.2539999999999,-0.4829737595279657,-0.47841660354728843,0.4293957194221403,1.1533447729775266,2.855942902638514,0.03392998919855121
910.3539999999999,-0.47890621426149776,-0.4824858114016465,0.4293696209392246,1.1412827689179121,2.860842602471433,0.03447377003815791
910.454,-0.4761769354206434,-0.48499714209714795,0.42919978244522683,1.1332844021537918,2.8632616884235955,0.03655616086328223
910.554,-0.47356944653505695,-0.48644376010762813,0.4284133663359086,1.1262256679742921,2.861216301292438,0.04658704915439866
910.654,-0.46794885757290666,-0.48788704154579604,0.4259778772578181,1.1119310482836278,2.84987965160824,0.08105830625597153
