controller_time_s,tcp_x,tcp_y,tcp_z,tcp_rx,tcp_ry,tcp_rz
302.517,-0.4121415047967093,-0.48959258298539504,0.35626112309593194,-1.327842892177483,-2.835940894829727,-0.05623194610493781
303.11699999999996,-0.4121376920712287,-0.4896009977041239,0.35624700286970146,-1.327839192207117,-2.8359627120381408,-0.05623680797826408
303.217,-0.41213939965468077,-0.48960949853287894,0.35627051368332147,-1.3277857172015974,-2.8359466968280125,-0.05615747257822059
303.317,-0.41214295208419943,-0.4896043043786656,0.35625759787959876,-1.3278097123571264,-2.835959023010202,-0.05620822397630597
303.417,-0.41213225780873075,-0.4896117052942822,0.3562563408108629,-1.3277910995139255,-2.835976663651421,-0.05622384853796827
303.517,-0.41213541022613615,-0.48959918021718274,0.35626400570304195,-1.327837501456181,-2.835958157432596,-0.05622070229914202
303.61699999999996,-0.4121180252975243,-0.4896109001479999,0.3562568648720966,-1.3277801739277928,-2.8359654987928917,-0.05623254053369519
303.717,-0.41213729456315656,-0.489606417108188,0.3562451715572281,-1.3277865437947267,-2.8359565656291266,-0.05625858917712916
303.817,-0.4121482875288266,-0.4895941906226152,0.35626225107895554,-1.3278448355910786,-2.8359318865127308,-0.056232183161876996
303.917,-0.4121298115116772,-0.4896106935958217,0.3562539933523002,-1.3277863370475185,-2.8359629616929816,-0.056232719035775015
304.017,-0.4121395129987989,-0.48960582262105096,0.3562648219083344,-1.3278233621668396,-2.8359545565584927,-0.056176107385611566
