controller_time_s,tcp_x,tcp_y,tcp_z,tcp_rx,tcp_ry,tcp_rz
7042.468,-0.5208969487308677,-0.11729400314748886,0.3056325315006622,1.4607496862256542,-2.727662348383214,-0.02390971798834081
7043.468,-0.5208943454202365,-0.11730130184281007,0.30563220653892087,1.4607780221111795,-2.7276663136517967,-0.023906092181321878
7044.468,-0.5208934021830546,-0.11730355923679685,0.3056501922400062,1.4607579877347445,-2.7276143738641614,-0.023914972003055944
7045.468,-0.5209038647473163,-0.11730310711135447,0.3056477477788582,1.4607399482973666,-2.727642325677025,-0.023906849585007592
7046.468,-0.520886206384574,-0.11730418470282299,0.3056418086116033,1.460747866969986,-2.7276470933008334,-0.023920701938187874
7047.468,-0.5208957953825195,-0.11729336396950715,0.30564218803781973,1.4607220423234155,-2.7276617480572045,-0.023932794663402444
7048.468,-0.5209007278811808,-0.11728328327773911,0.30563426815459793,1.460709667871325,-2.7276733078120157,-0.023896679404636658
7049.468,-0.5208982007566598,-0.1172948472981278,0.30560703471819317,1.460765122493982,-2.727690978641168,-0.023865951999395705
7050.468,-0.5208878789625836,-0.11731996037838315,0.30571651888334445,1.4607694731703833,-2.727516032071157,-0.0239977261782464
7051.468,-0.5028092435933419,-0.11878006782942299,0.35917673487462987,1.420143793405112,-2.6441798877519713,-0.10179922229235264
7052.468,-0.4613341508889596,-0.22894300042014984,0.3633914644617127,1.70353920995557,-2.4540808878722826,-0.08211903986181784
7053.468,-0.4154880996696197,-0.30634160685866757,0.3601552213432021,1.913362996035353,-2.2974480251469873,-0.058774184362282406
7054.468,-0.43996848699311,-0.31622233472697564,0.27158917773088187,-2.001826233153743,2.4047091221511745,-0.023352223089662498
7055.468,-0.4983150299364756,-0.22092040831320492,0.25393655984258956,-1.7295438302723172,2.572258841449032,-0.046241429178116605
7056.468,-0.535188048955737,-0.09154023361392741,0.2660449144827873,-1.4077342961057084,2.788153640563552,-0.03573181538948483
7057.468,-0.52251461515006,-0.09247047193845818,0.31723954523728465,1.3865803511064714,-2.744869663572695,-0.04336950179367367
7058.468,-0.52250775542824,-0.09247510133338499,0.3172157017722484,1.386581559813816,-2.7448995823608566,-0.043336425632543425
7059.468,-0.5225019532479585,-0.09248873930798307,0.31719226987749183,1.3866455685739485,-2.7449127839805048,-0.0433476238415212
7060.468,-0.5225165769237782,-0.09246236641685038,0.31721853311605447,1.386545729714502,-2.744919838365941,-0.04333600824907348
7061.468,-0.5225032389235313,-0.0924685973334161,0.3172187369143973,1.386549949732257,-2.744921923740272,-0.04337396994269061
7062.468,-0.5225153240279984,-0.09247607835855234,0.3172351720347222,1.3865562858829934,-2.7448778087278107,-0.0433703422651276
7063.468,-0.5225080914083582,-0.09247388341297107,0.3172258080268736,1.3866069238634178,-2.7448882877851486,-0.043391847153675035
